"","","X1","X2","X3"
"1",0.730108373588268,0.321254840227883,-0.231272354294539,0.0124823319290979
"2",0.74218456686059,0.326568483627416,-0.235097662632367,0.0126887931317331
"3",0.0338294173501681,0.0148852751988288,-0.010715955710156,0.000578366214672283
"4",0.232176663687898,0.102160007604243,-0.0735453058282996,0.00396941918101768
"5",0.148663619065792,0.0654134494526602,-0.0470913448236676,0.00254163451083314
"6",0.606614196659044,0.266916192002976,-0.192153793169537,0.0103710079619924
"7",0.167565972282049,0.0737306701312495,-0.0530789377457233,0.00286479947595574
"8",0.52453732887504,0.23080156573624,-0.166154761885679,0.00896777695623717
"9",0.677826075238674,0.298250116531183,-0.214711182467657,0.0115884851720632
"10",2.75390210773664e-18,1.21174391861321e-18,-8.72338199359039e-19,4.70822160826175e-20
"11",0.680980083652171,0.299637911145804,-0.21571026010824,0.0116424078243004
"12",0.000781257030394972,0.000343760750534803,-0.000247474428817465,1.33567973305163e-05
"13",0.151127186381474,0.0664974432171751,-0.0478717152914935,0.00258375300457521
"14",0.391304832814944,0.172177961647725,-0.123951447765449,0.00668996136101129
"15",6.63448786359708e-05,2.9192396851151e-05,-2.10156968918415e-05,1.13426831808523e-06
"16",1.10871720055898,0.487846434869605,-0.35120215915333,0.0189552354328728
"17",0.00298260534557548,0.00131237558480055,-0.000944783247468565,5.09922516762835e-05
"18",0.000162757171914021,7.161475083789e-05,-5.15556808941677e-05,2.78258559573478e-06
"19",0.488446816161485,0.214921386416349,-0.154722571617899,0.0083507538190173
"20",1.0816484140605,0.475935903506986,-0.342627730742609,0.0184924526594999
"21",0.123569291971421,0.0543716995796821,-0.0391423548976525,0.00211260817493476
"22",0.00257508121511842,0.0011330609732237,-0.000815694103319416,4.40249963351599e-05
"23",0.781092001236301,0.343688136087524,-0.247422153452008,0.0133539759017928
"24",1.12114927737547,0.493316670516614,-0.355140198735029,0.0191677810151524
"25",0.025336402230395,0.0111482653054258,-0.00802567071567554,0.000433164984774269
"26",0.316616803436024,0.139314496697806,-0.100292937581283,0.00541305397635002
"27",0.172664816951094,0.0759742117598031,-0.0546940703115869,0.00295197211212361
"28",1.11786060505506,0.4918696224631,-0.3540984643603,0.0191115560751374
"29",0.000108526286292028,4.77526296430787e-05,-3.43772659533347e-05,1.85542472533447e-06
"30",0.232838088585272,0.102451041041764,-0.0737548217012005,0.00398072726268589
"31",0.786159410359317,0.345917845767723,-0.249027328355418,0.013440611098679
"32",0.0749173586983739,0.0329643720981532,-0.0237311535526536,0.00128082812408854
"33",0.254255210851271,0.111874784749687,-0.0805390039785904,0.00434688609438973
"34",0.654581415568527,0.288022238453598,-0.207348101367424,0.0111910817617233
"35",0.0142853270657908,0.00628568392055136,-0.00452508331898143,0.000244229761774359
"36",0.578301556267987,0.254458352736517,-0.183185356104019,0.00988695958241632
"37",0.959874212959196,0.422354061503982,-0.304053996760321,0.0164105343395158
"38",0.856631409460335,0.376926216073724,-0.271350350160844,0.014645438924667
"39",0.186342157261245,0.0819923755489474,-0.0590265650595516,0.00318580739991722
"40",0.0634412869266159,0.0279147880407063,-0.0200959423528923,0.00108462692673312
"41",0.023799857761195,0.0104721706791857,-0.00753894810061544,0.000406895380449485
"42",0.104745800282091,0.0460891787458682,-0.0331797425013041,0.00179079146959268
"43",0.599346801731474,0.263718467006542,-0.189851741042362,0.0102467606049872
"44",2.0928929513375e-07,9.20893411195356e-08,-6.6295401840608e-08,3.57812421493969e-09
"45",0.677598422653535,0.298149947162481,-0.214639070228939,0.0115845930990026
"46",1.06024285377583,0.466517247184171,-0.335847210889512,0.0181264914977503
"47",1.10969320330916,0.488275885645564,-0.351511322096803,0.0189719217095027
"48",0.390833137094061,0.17197041090741,-0.123802031344784,0.00668189699307553
"49",0.00039591373638074,0.000174205924388898,-0.000125411384422714,6.76875769621112e-06
"50",0.138165669934685,0.0607942489437555,-0.0437659680732501,0.00236215583291406
"51",0.0449286750112285,0.0197690573543843,-0.0142318056073148,0.000768125191974561
"52",1.01502764818467,0.446622113566308,-0.321524642589704,0.0173534676223255
"53",0.312028767556492,0.137295715943115,-0.0988396110645195,0.00533461440652359
"54",0.0347352772939841,0.0152838624525117,-0.0110028999083684,0.000593853291535151
"55",1.03543927615933,0.455603429931111,-0.327990320052738,0.0177024359738877
"56",7.57165470226835e-09,3.33160227937565e-09,-2.39843079773583e-09,1.29449148462345e-10
"57",0.0511493396268508,0.0225062107544766,-0.0162022908160532,0.000874477075284942
"58",0.798886099781989,0.351517713848973,-0.253058690727953,0.0136581935391482
"59",1.07302934183464,0.47214342725141,-0.33989751534224,0.0183450962883967
"60",0.00291123495051005,0.00128097191146496,-0.000922175645788022,4.97720643817054e-05
"61",0.00179155831374171,0.000788303217248948,-0.000567501927198354,3.06294604355135e-05
"62",0.0532386656467584,0.023425534680883,-0.0168641149574996,0.000910197335224455
"63",0.8966661092874,0.394541876380844,-0.284031918565512,0.0153298940411961
"64",0.210253498302096,0.0925135999638382,-0.0666008270964035,0.00359460875946728
"65",3.63781329002288e-29,1.60067350210151e-29,-1.15232981089189e-29,6.21940449182641e-31
"66",0.202822918490549,0.0892440720190658,-0.0642470838043712,0.00346757150446698
"67",0.0355182720601701,0.0156283878238262,-0.0112509247900529,0.000607239798146829
"68",0.000140828925086692,6.19661073134101e-05,-4.46095925424021e-05,2.40768829908186e-06
"69",1.10140388799521,0.484628505663197,-0.34888556195283,0.0188302030428543
"70",0.13945160241715,0.0613600718395645,-0.0441733057280997,0.00238414083769581
"71",0.00101254774537236,0.000445530932023168,-0.000320739097617789,1.73110698480018e-05
"72",0.617326781110094,0.271629834156313,-0.195547158752234,0.0105541561626894
"73",0.25421246765607,0.11185597732487,-0.0805254644552242,0.00434615533335548
"74",0.00191563332686506,0.000842897439092093,-0.000606804476562548,3.27507146957561e-05
"75",0.0213602613529492,0.00939872434888317,-0.00676617076334077,0.000365186706446616
"76",0.039350459168805,0.0173145877111899,-0.0124648253105406,0.000672756964138635
"77",0.0268717881491297,0.011823850158106,-0.00851202634317132,0.000459414781886878
"78",0.825439891531811,0.363201642474676,-0.261469987126659,0.0141121716807334
"79",0.069747880160869,0.0306897508751892,-0.0220936466905312,0.00119244789268762
"80",5.4914618026355e-09,2.41629701540454e-09,-1.73949970382103e-09,9.38850333404262e-11
"81",0.00114419357923489,0.000503456389193754,-0.000362439813609884,1.95617589988178e-05
"82",0.299678814882938,0.131861615723902,-0.0949275854891906,0.00512347286349167
"83",0.0642803107294129,0.0282839667372746,-0.0203617152397699,0.00109897133638762
"84",0.151348330980254,0.0665947490080938,-0.0479417660316981,0.00258753381354297
"85",1.10075310180707,0.48434215336201,-0.348679416044472,0.0188190768463757
"86",0.951086564824418,0.418487410196256,-0.301270382510215,0.0162602959025078
"87",0.427824263832382,0.188246869225186,-0.13551950409028,0.00731431752005806
"88",0.350950997174967,0.154421878455048,-0.111168788490628,0.00600005012414263
"89",0.534895183117216,0.235359123120933,-0.16943576156009,0.00914486049534059
"90",0.518009898890245,0.22792943256708,-0.164087104323204,0.00885618044445669
"91",0.000293667717288016,0.000129216673866901,-9.30234836558707e-05,5.02070385254437e-06
"92",0.670348390672352,0.294959862032632,-0.212342518065377,0.0114606425884216
"93",0.706429398970997,0.310835859316809,-0.223771697672697,0.0120775032329678
"94",0.0162585868271224,0.0071539375556099,-0.00515014179953954,0.00027796568950002
"95",1.11500571382514,0.490613442340924,-0.353194136400392,0.0190627472938079
"96",0.391845132661002,0.172415698875511,-0.124122595531922,0.00669919862257917
"97",0.0240650320808273,0.0105888499788181,-0.007622945889736,0.000411428945597431
"98",0.282262895195482,0.124198440366637,-0.0894108418193066,0.0048257207786595
"99",0.0182605218640109,0.00803480859296211,-0.00578428358708057,0.000312191865414318
"100",0.820285107761268,0.3609334870932,-0.259837135043846,0.0140240426791026
"101",1.09079388252846,0.479959999268337,-0.34552468974243,0.0186488085885561
"102",2.27198808407832e-17,9.99697024926663e-18,-7.19684983958626e-18,3.88431504559265e-19
"103",0.0693975115951702,0.0305355852722922,-0.0219826623956083,0.00118645780013042
"104",0.874231463963458,0.384670412554603,-0.276925421188511,0.0149463390789804
"105",0.00593475743887427,0.00261135144012466,-0.00187991998819274,0.000101463857901851
"106",0.000171093096087242,7.52826391751495e-05,-5.41962050663351e-05,2.92510111292377e-06
"107",0.824022966277614,0.362578181475435,-0.261021155622664,0.0140879471519081
"108",0.00794035651474029,0.00349383469053849,-0.00251522241290929,0.000135752676229758
"109",0.83191205541975,0.366049458019552,-0.263520138356109,0.0142228233331062
"110",0.859545589848577,0.378208484006659,-0.272273458816502,0.0146952613458625
"111",0.00118055175164801,0.000519454341404806,-0.000373956788946713,2.01833581925997e-05
"112",1.06506856323563,0.468640606643633,-0.337375823939684,0.0182089944650488
"113",1.0503531576111,0.462165683942007,-0.332714507036201,0.0179574118450963
"114",0.403997278590415,0.177762762188582,-0.127971962968996,0.00690695835336582
"115",0.00489123189362889,0.00215218997254153,-0.00154936822581631,8.36231746506395e-05
"116",0.909407400601386,0.400148169437387,-0.288067906297656,0.0155477261235825
"117",0.0108068393214969,0.00475511522013269,-0.0034232221719112,0.000184759633494388
"118",0.485528654604426,0.213637366730114,-0.153798201869616,0.00830086333358304
"119",1.05061565579739,0.462281185716736,-0.332797657121497,0.0179618996576053
"120",0.143515021286163,0.0631480159678152,-0.0454604522426683,0.00245361126828504
"121",0.128936759752396,0.0567334380102808,-0.0408425777073228,0.00220437333868927
"122",0.00377480265233146,0.0016609501641607,-0.00119572316656415,6.45360899528762e-05
"123",0.45787705656192,0.201470392575945,-0.145039159499143,0.0078281164954113
"124",0.222726780121031,0.098001966215776,-0.0705519189567346,0.00380785880499672
"125",0.150185304463774,0.0660830059419292,-0.047573360613676,0.00256765007635243
"126",0.519668614514775,0.228659283699075,-0.164612526413222,0.00888453875364799
"127",0.0223821420184652,0.00984836185724219,-0.00708986619797938,0.000382657337000007
"128",0.401489534653923,0.176659330277931,-0.127177598919574,0.00686408459196155
"129",0.0361565183051299,0.0159092224271097,-0.0114530984906038,0.00061815160490085
"130",0.0322756114544817,0.0142015853757541,-0.010223765289375,0.000551801499562899
"131",4.96843972115322e-21,2.18616217337217e-21,-1.57382491839437e-21,8.49431618820511e-23
"132",0.000943414222200342,0.000415111504244435,-0.000298840057361493,1.61291253382848e-05
"133",0.43614050199029,0.191906095522763,-0.138153792433257,0.00745649647436626
"134",0.758685191517023,0.333828920200154,-0.240324473404128,0.0129708968322931
"135",0.00444047968696382,0.00195385458375141,-0.0014065859652506,7.59168684844543e-05
"136",0.000291197937185075,0.0001281299464151,-9.2241145198102e-05,4.97847914159457e-06
"137",0.00715329683746383,0.00314752071850364,-0.00226590991202751,0.000122296673675658
"138",0.902618263931029,0.397160882761572,-0.285917349369149,0.015431655331222
"139",0.38424541086783,0.16907174680105,-0.121715274078461,0.00656926962378555
"140",0.950932790438923,0.418419747959484,-0.301221672256436,0.0162576668915398
"141",0.00111079102090429,0.000488758936147215,-0.000351859071648781,1.89906905993219e-05
"142",1.0846363564039,0.477250627423141,-0.343574204561091,0.018543536155409
"143",0.0210044039669578,0.00924214361126098,-0.00665344780545048,0.000359102774016784
"144",0.199908685603472,0.0879617809861284,-0.0633239585189504,0.00341774818572266
"145",0.0846744849221161,0.037257603266954,-0.0268218639657167,0.00144764128855108
"146",0.991661864827161,0.436340939879139,-0.314123193815093,0.0169539934152041
"147",1.12131024146069,0.493387496291731,-0.355191186429859,0.0191705329451576
"148",0.995356804269674,0.437966749448234,-0.315293619158452,0.0170171641200581
"149",0.676773091057512,0.297786793171092,-0.214377634545976,0.011570482778801
"150",0.644609771136589,0.283634617170682,-0.204189439218915,0.0110206010766893
"151",0.187508600335894,0.0825056219341925,-0.0593960527216351,0.00320574954845417
"152",0.00274085725641536,0.00120600405617824,-0.000868206054617748,4.68591941723801e-05
"153",0.00217083297411131,0.000955187785112066,-0.000687642644386466,3.71137473911088e-05
"154",1.06443956746471,0.468363842339592,-0.337176580460162,0.0181982408094565
"155",0.078189492922199,0.0344041432270787,-0.0247676492468374,0.00133677031976233
